Country Name,Languages,Name in Original language,Population,Pop. Rank,Pop Rank Stars,Pop Growth,Pop. Growth Rank,Pop Growh Rank Stars,GDP (Million US$),GDP Rank,GDP Rank Stars,GDP per capita (USD),GDP per capita Rank,GDP per capita Rank Stars,Continent,Capital,Government,"Area, Sq km2",Area Rank,Area Rank Stars,Currency,Gini Index,Gini Rank,Gini Index Rank Stars,Climate,EU?,Schengen?,WPFI,WPFI Rank,WPFI Rank Stars,HDI,HDI Rank,HDI Rank Stars,General info,Iso Code,Len(info),Len(name),Non-Independent,Chinese
Namibia,"Afrikaans, English, German, Herero",Namibia,"2,604,172",142,2,1.45%,68,3,"12,236",140,1,"4,699",110,2,Africa,Windhoek,Republic,825615,34,4,Namibian dollar,59.1,185,1,"Desert; hot, dry",,,80.91,22,4,0.615,138,3,"Namibia boasts the world's oldest desert, the Namib, with towering red sand dunes and ancient Welwitschia plants living over 1000 years. This former German colony showcases Gothic architecture in Windhoek while harboring Africa's largest population of cheetahs and desert elephants. Despite being Africa's most sparsely populated country with abundant diamonds and uranium, it struggles with extreme inequality—among the world's worst income disparities—and devastating HIV/AIDS rates affecting nearly 20% of adults, a colonial legacy intertwined with modern mining wealth.",NA,573,7,No,纳米比亚
Nauru,"Nauruan, English",Repubrikin Naoero,"12,780",193,1,0.88%,100,2,155,193,1,"12,128",63,3,Oceania,Yaren District (de facto),Republic,21,193,1,Australian dollar,34.8,67,4,"Tropical; hot, humid",,,-,-,0,-,-,0,"Nauru, a 21-square-kilometer Pacific island nation, experienced one of history's most dramatic economic collapses. Once the world's richest country per capita thanks to bird droppings turned phosphate fertilizer, it squandered billions through poor investments and corruption. Today, 80% of the island is uninhabitable wasteland from mining. This environmental catastrophe forced Nauru into controversial deals, hosting Australia's offshore detention camps for asylum seekers. With 95% of citizens obese and diabetes rampant, Nauru exemplifies how resource extraction can destroy both land and people.",NR,601,5,No,瑙鲁
Nepal,"Davanagari, Nepalese",Nepāl नेपाल,"30,896,590",49,3,1.14%,82,3,"36,207",99,1,"1,172",163,1,Asia,Kathmandu,Republic,147516,93,3,Nepalese rupee,32.8,49,4,Varied; tropical to alpine,,,57.89,91,2,0.602,142,3,"Nepal, birthplace of Buddha and home to eight of the world's fourteen highest peaks including Everest, remains one of Asia's poorest nations despite breathtaking Himalayan beauty. This landlocked kingdom between China and India survived as the world's last Hindu monarchy until 2008, emerging from a brutal decade-long civil war that killed 17,000 people. The 2015 earthquake devastated ancient temples and killed 9,000, yet Nepal continues attracting adventure seekers. This nation, that gave the world the ""Sherpa"", still lacks basic infrastructure, with many villages accessible only by foot.",NP,595,5,No,尼泊尔
Netherlands,"Dutch, West Frisian","Nederland, Nederlân","17,618,299",71,2,0.31%,149,2,"1,012,847",17,4,"57,488",14,5,Europe,Amsterdam,Constitutional monarchy,41850,131,2,European euro,26.4,14,5,"Temperate; mild, maritime influence",Yes,Yes,87,6,5,0.941,9,5,"The Netherlands defies nature—two-thirds lies below sea level, protected by intricate dikes, pumps, and barriers. This maritime nation birthed the world's first multinational corporation, the Dutch East India Company, while pioneering both capitalism and brutal colonial exploitation in Indonesia and Caribbean slave trade. Today's progressive paradise of cannabis cafes, legal prostitution, and cycling culture masks a complex history of Calvinist severity and overseas oppression. The Dutch Golden Age masters like Rembrandt and Vermeer captured light while their nation profited from darkness across continents.",NL,614,11,No,荷兰
New Zealand,"English, Māori","New Zealand, Aotearoa","5,228,100",121,2,0.83%,106,2,"250,451",48,3,"47,905",22,5,Oceania,Wellington,Constitutional monarchy,270467,75,3,New Zealand dollar,33.9,57,4,"Temperate; maritime, varied",,,84.23,13,4,0.937,13,5,"New Zealand, Earth's youngest landmass, emerged from volcanic fury only 23 million years ago, thus 80% of its plant species exist nowhere else. This isolated archipelago harbored the world's largest bird, the moa, until Polynesian settlers hunted them extinct 600 years ago. The Maori faced devastating land confiscations after British colonization, yet New Zealand became surprisingly progressive—first nation granting women's suffrage in 1893. Today's adventure tourism mecca, immortalized in ""Lord of the Rings,"" struggles with housing crises and the world's highest skin cancer rates.",NZ,588,11,No,新西兰
Nicaragua,Spanish,Nicaragua,"7,046,311",104,2,1.41%,71,3,"14,013",133,1,"1,989",148,1,North America,Managua,Republic,130373,96,3,Nicaraguan cordoba,46.2,158,2,"Tropical; hot, rainy season",,,37.09,153,1,0.667,125,3,"Nicaragua boasts Lake Nicaragua, the world's only freshwater lake harboring bull sharks that adapted from the ocean. This volcanic wonderland features 19 active volcanoes forming a dramatic Pacific Ring of Fire chain. The nation endured brutal civil wars in the 1980s that killed 50,000 people, followed by decades of political instability. Today's increasingly authoritarian government has jailed opposition leaders, journalists, and even Miss Universe contestants who criticized the regime, making it one of Latin America's most repressive states.",NI,549,9,No,尼加拉瓜
Niger,French,Niger,"27,202,843",54,3,3.80%,3,5,"14,915",130,1,548,184,1,Africa,Niamey,Provisional,1267000,21,5,West African CFA franc,37.3,96,3,"Arid; hot, desert climate",,,66.84,59,3,0.4,188,1,"Niger holds the grim distinction of being the world's poorest country by UN rankings, with over 80% of its territory consumed by the Sahara Desert. This landlocked Sahel nation faces relentless jihadist attacks, particularly from groups linked to ISIS and Al-Qaeda who have killed thousands. Despite being a major uranium producer supplying France's nuclear reactors, its people endure extreme poverty, child marriage rates exceeding 75%, the world's highest fertility rate at seven children per woman, and frequent famines that threaten millions.",NE,547,5,No,尼日尔
Nigeria,"English, Hausa, Igbo, Yoruba","Nigeria, Nijeriya, Naigeria, Nàìjíríà","223,804,632",6,5,2.41%,28,4,"430,923",31,3,"1,925",150,1,Africa,Abuja,Republic,923768,31,4,Nigerian naira,35.1,72,4,Tropical; wet and dry seasons,,,49.56,119,2,0.535,162,2,"Nigeria is Africa's demographic giant with over 220 million people speaking 500+ languages, yet plagued by extraordinary dysfunction despite massive oil wealth. Home to Nollywood, the world's second-largest film industry, this nation paradoxically hosts more extremely poor people than anywhere else globally. Boko Haram's insurgency has killed over 50,000 while kidnapping became so endemic that ""419 scams"" became synonymous with Nigerian fraud worldwide. Religious violence between Christians and Muslims, plus rampant corruption, continue destabilizing this pivotal powerhouse.",NG,581,7,No,尼日利亚
North Korea,Korean,Chosŏn 조선 Bukchosŏn 북조선,"26,160,822",56,3,0.35%,145,2,"16,750",124,1,640,181,1,Asia,Pyongyang,Republic,120540,98,3,North Korean won,86,187,1,Temperate; distinct four seasons,,,21.72,175,1,-,-,0,"North Korea represents humanity's most extreme totalitarian experiment, where three generations of the Kim dynasty have created a hermit kingdom of 25 million people living under absolute surveillance. Citizens worship their leaders as living gods, are forbidden from leaving, and face execution for accessing foreign media or making jokes about leadership. Despite chronic malnutrition affecting millions and gulags housing 200,000 political prisoners, the regime has developed nuclear weapons while maintaining the world's most isolated and oppressed population in a bizarre time capsule.",KP,590,11,No,朝鲜
North Macedonia,Macedonian,Severna Makedonija Северна Македонија,"2,085,679",147,2,-0.38%,182,1,"13,881",135,1,"6,655",92,2,Europe,Skopje,Republic,25713,145,2,Macedonian denar,30.7,37,4,"Continental; hot summers, cold winters",,,74.35,37,3,0.77,77,4,"North Macedonia emerged from Yugoslavia's violent breakup as a rare peaceful success story, yet faced a bizarre 27-year diplomatic blockade by Greece over its ancient name. This mountainous Balkan nation of two million is home to Lake Ohrid, a UNESCO World Heritage site containing unique endemic species and stunning Byzantine churches dating back 1,000 years. The country made global headlines when it finally resolved the naming dispute in 2018, changing from ""Former Yugoslav Republic of Macedonia"" to unlock NATO and EU membership paths after decades of limbo.",MK,565,15,No,北马其顿
Norway,Norwegian,Norge,"5,474,360",117,2,0.74%,115,2,"482,175",28,3,"88,079",6,5,Europe,Oslo,Constitutional monarchy,385207,61,3,Norwegian krone,25.3,9,5,Temperate; affected by latitude,,,95.18,1,5,0.961,2,5,"Norway owns the world's largest sovereign wealth fund worth over $1.4 trillion from oil revenues, despite being a green energy leader powering itself entirely on hydroelectricity. Home to the midnight sun and northern lights, it's where skiing was invented 4,000 years ago. Vikings originated here, launching brutal raids across Europe for centuries. The country houses the ""Doomsday"" seed vault in Svalbard's permafrost, preserving crop diversity for humanity's future survival. Paradoxically, this environmental champion remains heavily dependent on fossil fuel exports while preaching climate action globally.",NO,612,6,No,挪威
Oman,Arabic,‘Umān عُمان,"4,644,384",125,2,1.49%,65,3,"88,192",66,2,"18,989",47,3,Asia,Muscat,Absolute monarchy,309500,70,3,Omani rial,44.3,179,2,"Arid; hot, desert conditions",,,37.87,150,1,0.816,53,4,"Oman was the world's most isolated country until 1970, when Sultan Qaboos ended centuries of medieval rule in a bloodless coup against his own father, transforming a feudal society overnight. This Arabian peninsula nation once controlled vast trading empires stretching from Zanzibar to India, dominating Indian Ocean commerce. Today, it's known for ancient frankincense trade routes, dramatic fjords rivaling Norway's, and being the only Gulf state that remained neutral during regional conflicts. Modern slavery persists in construction sectors despite official denials.",OM,572,4,No,阿曼
Pakistan,"English, Urdu",Pākistān پاکستان,"240,485,658",5,5,1.98%,46,3,"342,501",41,3,"1,424",160,1,Asia,Islamabad,Republic,881913,33,4,Pakistani rupee,29.6,31,5,Mostly arid; seasonal extremes,,,39.95,145,1,0.544,160,2,"Pakistan was carved from British India in 1947 through the world's largest mass migration, displacing 14 million people and killing over one million in communal violence. Home to K2, the world's second-highest and deadliest mountain, and ancient Harappan civilization ruins predating Egypt's pyramids. The country secretly harbored Osama bin Laden for years while officially fighting terrorism and receiving billions in aid. It's the world's fifth-most populous nation with over 230 million people, possesses nuclear weapons, yet faces frequent electricity blackouts and devastating annual floods.",PK,597,8,No,巴基斯坦
Palau,"English, Palauan","Palau, Belau","18,058",192,1,0.02%,162,2,218,192,1,"12,072",64,3,Oceania,Ngerulmud,Republic,459,180,1,United States dollar,-,-,0,"Tropical; hot, heavy rainfall",,,-,-,0,0.767,81,4,"This Pacific microstate of just 18,000 people created the world's first shark sanctuary covering 600,000 square kilometers and banned reef-toxic sunscreen to protect coral ecosystems. During WWII, the Battle of Peleliu here was so brutal that American forces called it ""the worst battle of the Pacific War,"" with 99% casualty rates. Palau's unique Jellyfish Lake contains millions of harmless golden jellyfish that lost their sting due to evolutionary isolation. The nation survives entirely on tourism and receives more foreign aid per capita than almost any country worldwide.",PW,578,5,No,帕劳
Palestine,Arabic,Filasṭīn فلسطين,"5,371,230",119,2,2.31%,35,4,"18,037",120,1,"3,358",130,2,Asia,Jerusalem (East),Republic,6220,163,1,Israeli new shekel,33.7,56,4,"Mediterranean; hot summers, mild winters",,,37.86,151,1,0.715,105,4,"Palestine is home to some of humanity's oldest continuously inhabited cities, including Jericho, dating back 11,000 years before agriculture began. This land, sacred to Judaism, Christianity, and Islam, has been under Israeli military occupation since 1967, creating the world's longest-running refugee crisis with 5.9 million Palestinian refugees across multiple generations. Despite blockades, checkpoints, and movement restrictions, Palestinian olive oil production and traditional embroidery remain treasured cultural exports, while Gaza Strip remains one of the most densely populated places on Earth.",PS,606,9,No,巴勒斯坦
Panama,Spanish,Panamá,"4,468,087",126,2,1.35%,77,3,"63,605",80,2,"14,235",58,3,North America,Panama City,Republic,75417,116,2,United States dollar,49.8,169,2,"Tropical; hot, humid",,,63.67,67,2,0.805,60,4,"The Panama Canal, one of humanity's greatest engineering feats costing 25,000 lives to build, handles 6% of global maritime trade while physically bisecting two continents. This narrow country was literally created by the United States in 1903 through a staged revolution against Colombia. Panama uses the US dollar as its official currency despite being sovereign. The infamous ""Panama Papers"" data leak exposed how this banking haven helped the world's elite hide trillions in offshore accounts, implicating presidents, kings, and criminals in massive tax evasion schemes that shook governments worldwide.",PA,607,6,No,巴拿马
Papua New Guinea,"English, Hiri Motu, Tok Pisin","Papua New Guinea, Papua Niugini, Papua Giugini","10,329,931",91,2,1.85%,52,3,"26,595",106,1,"2,575",137,2,Oceania,Port Moresby,Constitutional monarchy,462840,54,3,Papua New Guinean kina,41.9,134,3,"Tropical; hot, monsoon season",,,67.62,57,3,0.558,155,2,"This is Earth's most linguistically diverse nation, with over 800 distinct languages spoken among just 9 million peoplet. Cannibalism was actively practiced until the 1960s, and some remote highland tribes had absolutely no contact with the outside world until the 1930s. The island harbors deadly creatures including the world's most venomous snake, aggressive cassowaries that can kill humans, and poisonous pitohui birds. Rampant gold mining has poisoned major rivers while destroying pristine rainforests harboring countless unknown species.",PG,545,16,No,巴布亚新几内亚
Paraguay,"Guaraní, Spanish","Paraguái, Paraguay","6,861,524",106,2,1.19%,81,3,"40,458",92,1,"5,896",99,2,South America,Asunción,Republic,406752,59,3,Paraguayan guarani,43.5,141,3,"Subtropical; hot, humid",,,55.96,99,2,0.717,104,4,"Paraguay suffered history's most devastating demographic disaster in the War of the Triple Alliance (1864-1870), losing 90% of its male population when fighting Brazil, Argentina, and Uruguay simultaneously. This landlocked nation is split by the Paraguay River: fertile eastern plains versus the harsh Chaco wilderness covering 60% of the country. Today it's South America's largest marijuana producer and smuggling hub. The massive Itaipu Dam generates nearly all electricity, making Paraguay a major power exporter.",PY,518,8,No,巴拉圭
Peru,"Aymara, Spanish","Piruw, Perú","34,352,719",45,3,0.89%,99,2,"223,252",49,3,"6,499",94,2,South America,Lima,Republic,1285216,19,5,Peruvian sol,43.8,145,3,Varied; desert to tropical,,,52.74,106,2,0.762,83,4,"Peru's mysterious Nazca Lines remain unexplained archaeological puzzles - massive geoglyphs visible only from above, created by ancient civilizations. Spanish conquistadors systematically destroyed the mighty Inca Empire here, melting down countless priceless gold artifacts and enslaving millions of indigenous people. Today Peru produces 60% of the world's cocaine despite government crackdowns. Lima was the Spanish colonial capital of all South America, built directly on Inca foundations. The Amazon rainforest covers 60% of Peru.",PE,535,4,No,秘鲁
Philippines,"English, Filipino","Philippines, Pilipinas","117,337,368",13,5,1.54%,62,3,"394,086",38,3,"3,359",129,2,Asia,Manila,Republic,300000,72,3,Philippine peso,41.2,131,3,"Tropical; hot, humid, rainy",,,46.21,128,2,0.699,115,3,"The Philippines endured 333 years of Spanish colonization followed by brutal American occupation that killed over 200,000 Filipinos in forgotten genocidal campaigns during the Philippine-American War. This sprawling archipelago of exactly 7,641 islands sits directly on the volatile Pacific Ring of Fire, suffering constant devastating earthquakes, super typhoons, and explosive volcanic eruptions. It's the world's largest archipelago nation and second-largest coconut producer globally while maintaining 120+ indigenous languages.",PH,532,11,No,菲律宾
Poland,Polish,Polska,"41,026,068",37,3,2.93%,10,4,"679,442",21,3,"16,561",53,3,Europe,Warsaw,Republic,312696,69,3,Polish zloty,27.2,19,5,Temperate; moderate seasonal changes,Yes,Yes,67.66,55,3,0.876,33,5,"Poland, a nation forged in resilience, has a history of defying empires and shifting borders. It was the birthplace of the Solidarity movement that helped topple communism in Eastern Europe. Home to figures like Copernicus, who reshaped our view of the cosmos, and Marie Curie, a pioneer in science, its cultural legacy is immense. From the medieval castles of Kraków to the rebuilt Old Town of Warsaw, Poland's cities are steeped in history. While it has seen remarkable economic growth, it also faces contemporary challenges regarding judicial independence and democratic norms within the EU.",PL,594,6,No,波兰
Portugal,Portuguese,Portugal,"10,247,605",92,2,-0.23%,177,1,"253,663",47,3,"24,753",40,4,Europe,Lisbon,Republic,92226,109,2,European euro,31.2,42,4,"Mediterranean; hot summers, wet winters",Yes,Yes,84.6,9,4,0.866,37,5,"Portugal, one of Europe's oldest nation-states, has a profound maritime legacy that launched the Age of Discovery. This history is etched into its coastal cities and the melancholic melodies of Fado music. From the world's oldest bookstore in Lisbon to the unique Port wine cellars of the Douro Valley, its culture is rich and distinct. After the peaceful Carnation Revolution in 1974 ended Europe's longest dictatorship, Portugal embraced democracy. It remains a major cork producer and a leader in renewable energy.",PT,517,8,No,葡萄牙
Qatar,Arabic,Qaṭar قطر,"2,716,391",140,2,0.79%,109,2,"179,571",55,2,"66,106",10,5,Asia,Doha,Constitutional monarchy,11586,158,2,Qatari riyal,41.1,129,3,"Arid; hot, desert climate",,,55.28,101,2,0.855,41,5,"Qatar, located on a small peninsula in the Persian Gulf, holds one of the world's largest reserves of natural gas, leading to its considerable wealth. It's known for futuristic skyscrapers, hosting international events like the 2022 FIFA World Cup, and Al Jazeera media network's headquarters. However, it has faced criticisms over migrant workers' rights, especially related to World Cup infrastructure development, and has a contentious relationship with neighboring countries, as evidenced by the recent Gulf blockade.",QA,521,5,No,卡塔尔
Romania,Romanian,România,"19,892,812",63,2,1.19%,80,3,"284,086",45,3,"14,281",57,3,Europe,Bucharest,Republic,238397,81,3,Romanian leu,34.8,65,4,"Temperate; cool winters, hot summers",Yes,No,69.04,52,3,0.821,52,4,"Romania, a land of dramatic contrasts, is home to the legendary region of Transylvania, with its Gothic castles and tales of Dracula. Its capital, Bucharest, boasts the colossal Palace of the Parliament, a remnant of its communist past under Ceaușescu. The Carpathian Mountains carve through the country, offering stunning landscapes and biodiversity. Despite its rich folklore and natural beauty, Romania continues to grapple with systemic corruption and political instability, hampering its full potential since the 1989 revolution that ended a harsh dictatorship.",RO,566,7,No,罗马尼亚
Russia,Russian,Rossiâ Россия,"144,444,359",9,5,-0.19%,176,1,"1,778,782",11,4,"12,315",62,3,Europe,Moscow,Republic,17098246,1,5,Russian ruble,36,84,4,Huge range; subarctic to continental,,,34.77,159,1,0.822,51,4,"Spanning eleven time zones, Russia is a land of immense scale and stark contrasts, from the opulent palaces of St. Petersburg to the frigid Siberian wilderness. Russia's history is one of relentless imperial expansion under tsars and the Soviet Union. Its cultural heritage is immense, with giants like Tolstoy and Tchaikovsky. As a nuclear power and UN Security Council member, it plays a major global role. However, its 2022 full-scale invasion of Ukraine causing immense destruction has led to global condemnation, severe sanctions, and Russia's increased international isolation.",RU,583,6,No,俄罗斯
Rwanda,"English, French, Kinyarwanda, Swahili",Rwanda,"14,094,683",75,2,2.31%,34,4,"11,070",144,1,785,176,1,Africa,Kigali,Republic,26338,144,2,Rwandan franc,43.7,144,3,"Temperate; high altitude, equatorial",,,46.58,127,2,0.534,164,2,"Rwanda, the ""Land of a Thousand Hills,"" has shown remarkable resilience and progress since the 1994 genocide against the Tutsi. It's a global leader in conservation, protecting its famed mountain gorillas, and boasts the highest female representation in parliament worldwide. The nation is ambitiously positioning itself as an African tech hub. However, this story of recovery is complex, as President Paul Kagame's government, in power since 2000, faces significant international criticism for its authoritarian rule, suppression of dissent, and human rights concerns.",RW,569,6,No,卢旺达
Saint Kitts and Nevis,English,Saint Kitts and Nevis,"47,755",187,1,0.20%,156,2,861,184,1,"18,030",48,3,North America,Basseterre,Constitutional monarchy,261,188,1,East Caribbean dollar,40,120,3,"Tropical; hot, rainy season",,,-,-,0,0.777,74,4,"Saint Kitts and Nevis, the smallest sovereign state in the Western Hemisphere, was once the cradle of the Caribbean's sugar industry, which shaped its history for centuries. Nicknamed ""Sugar City"", its economy has since pivoted to tourism, attracting visitors with its volcanic landscapes and historic fortresses like Brimstone Hill. In a modern economic twist, the nation has become known for its ""citizenship by investment"" program, a significant but often controversial source of revenue that raises questions about transparency and international security.",KN,559,21,No,圣基茨和尼维斯
Saint Lucia,English,Saint Lucia,"180,251",177,1,0.22%,154,2,"1,765",174,1,"9,792",73,2,North America,Castries,Constitutional monarchy,616,178,1,East Caribbean dollar,51.2,173,1,"Tropical; hot, humid, rainy season",,,-,-,0,0.715,106,4,"Saint Lucia is a gem of the Caribbean, famed for the dramatic twin peaks of the Pitons rising from the sea. Its lush rainforests, volcanic beaches, and vibrant Creole culture make it a top tourist destination. But beyond its natural beauty, this small island nation boasts a remarkable intellectual legacy, having produced two Nobel laureates, an achievement that gives it one of the highest rates of laureates per capita in the world. However, it remains vulnerable to devastating hurricanes and the volatility of the global tourism market.",LC,541,11,No,圣卢西亚
Saint Vincent and the Grenadines,English,Saint Vincent and the Grenadines,"103,699",183,1,-0.24%,178,1,881,183,1,"8,496",79,2,North America,Kingstown,Constitutional monarchy,389,184,1,East Caribbean dollar,40,119,3,Tropical; rainy and dry seasons,,,-,-,0,0.751,88,4,"This multi-island nation is a sailor's paradise, with the Grenadines offering some of the most idyllic anchorages in the Caribbean. Its volcanic main island, Saint Vincent, is rugged and lush, with its landscape dramatically shaped by the active La Soufrière volcano, which erupted as recently as 2021. The islands' cinematic beauty was showcased in the ""Pirates of the Caribbean"" films. The country's economy relies heavily on tourism and agriculture, but it faces constant threats from natural disasters and economic vulnerability.",VC,533,32,No,圣文森特和格林纳丁斯
Samoa,"English, Samoan","Samoa, Sāmoa","225,681",176,1,1.48%,67,3,857,185,1,"3,797",122,2,Oceania,Apia,Republic,2842,167,1,Samoan tala,38.7,109,3,"Tropical; hot, rainy season",,,82.15,19,4,0.707,110,4,"Samoa, often called the ""Cradle of Polynesia,"" is a nation deeply rooted in tradition. Its society is structured around the Fa'amatai system, where families are led by chiefs (matai), a system that shapes its politics and daily life. Known for its breathtaking natural beauty, from pristine beaches to powerful blowholes, and the art of traditional tattooing (tatau), Samoa has a unique cultural identity. This island nation faces the existential threat of climate change, with rising sea levels posing a direct danger to its coastal communities and way of life.",WS,562,5,No,萨摩亚
San Marino,Italian,San Marino,"33,642",191,1,-0.06%,170,1,"1,702",175,1,"50,592",21,5,Europe,San Marino,Republic,61,191,1,European euro,-,-,0,"Mediterranean; hot summers, mild winters",,,-,-,0,0.853,43,5,"San Marino, a tiny microstate enclaved within Italy, is the world's oldest surviving republic, founded in 301 AD. Its landscape is dominated by Mount Titano, crowned with three medieval towers that have guarded its independence for centuries. Governed by a unique system with two heads of state serving joint six-month terms, it has a history of offering refuge, notably sheltering thousands during WWII. While prosperous from finance and tourism, it grapples with maintaining economic sovereignty and banking transparency in the face of international pressure.",SM,561,10,No,圣马力诺
São Tomé and Príncipe,Portuguese,São Tomé e Principe,"231,856",175,1,1.97%,47,3,555,186,1,"2,394",141,2,Africa,São Tomé,Republic,964,171,1,Sao Tome and Principe dobra,40.7,124,3,"Tropical; hot, humid",,,-,-,0,0.618,137,3,"São Tomé and Príncipe, Africa's 'Chocolate Islands,' are a volcanic archipelago famed for lush rainforests and pristine beaches. This biodiversity hotspot hosts many endemic species, from the world's smallest ibis to giant begonias. Once the largest cocoa producer, its colonial past is etched into the landscape via abandoned plantations ('roças'). Today, it's a peaceful democracy with a distinct 'Leve Leve' (slowly, slowly) culture, but struggles with economic dependency on cocoa and developing sustainable tourism to protect its fragile paradise.",ST,552,21,No,圣多美和普林西比
Saudi Arabia,Arabic,Al-‘Arabiyyah as Sa‘ūdiyyah المملكة العربية السعودية,"36,947,025",40,3,1.48%,66,3,"833,541",18,3,"22,560",42,4,Asia,Riyadh,Absolute monarchy,2149690,12,5,Saudi Arabian riyal,45.9,154,2,"Desert; hot, extremely arid",,,32.43,165,1,0.875,36,5,"Saudi Arabia, cradle of Islam and guardian of its two holiest sites, Mecca and Medina, wields global influence via colossal oil reserves. It's a kingdom of contrasts, where ancient desert traditions meet fantastical, multi-billion dollar questionable megaprojects. Under its Vision 2030 plan, the nation is undergoing rapid social and economic transformation, easing strict social codes and opening to tourism. However, this modernization coexists with an absolute monarchy, facing scrutiny over its human rights record, dissent, women's rights, and its military intervention in Yemen.",SA,585,12,No,沙特阿拉伯
Senegal,French,Sénégal,"17,763,163",70,2,2.58%,23,4,"27,625",104,1,"1,555",157,1,Africa,Dakar,Republic,196722,86,3,West African CFA franc,38.1,104,3,"Tropical; hot, wet/dry seasons",,,55.82,100,2,0.511,169,2,"Senegal is a beacon of 'teranga' (hospitality) in West Africa, celebrated for political stability and a vibrant cultural scene. Its capital, Dakar, is a pulsating hub of fashion, art, and music. History weighs on Gorée Island, a memorial to the Atlantic slave trade. The nation's spiritual life is shaped by powerful Sufi brotherhoods. Despite democratic credentials, Senegal grapples with youth unemployment, desert encroachment threatening agriculture, and social challenges testing its celebrated harmony.",SN,508,7,No,塞内加尔
Serbia,Serbian,Srbija Србија,"7,149,077",103,2,-1.00%,190,1,"63,068",81,2,"8,822",78,2,Europe,Belgrade,Republic,88361,111,2,Serbian dinar,34.5,64,4,"Continental; hot summers, cold winters",,,59.16,88,2,0.802,63,4,"Serbia, a nation at the cultural crossroads of the Balkans, carries a complex, turbulent history. Its capital, Belgrade, is one of Europe's oldest cities, famed for its fortress over the Sava and Danube rivers and its pulsating nightlife. The country is navigating the legacy of the 1990s Yugoslav wars, a dark chapter that scarred the region. Known for its passionate spirit, from tennis stars to the energy of the Guča trumpet festival, Serbia is on a path toward EU integration, facing challenges with political reforms and normalizing relations with Kosovo.",RS,561,6,No,塞尔维亚
Seychelles,"English, French, Seychellois Creole","Seychelles, Seychelles, Sesel","107,660",182,1,0.51%,138,2,"1,287",180,1,"11,954",65,3,Africa,Victoria,Republic,452,181,1,Seychellois rupee,32.1,45,4,"Tropical; hot, humid",,,75.71,34,4,0.785,71,4,"Seychelles is an idyllic Indian Ocean archipelago of 115 islands, a living museum of natural history. It is home to treasures like the Vallée de Mai, a prehistoric forest where the suggestive coco de mer nut grows, and the Aldabra Atoll, a sanctuary for giant tortoises. A pioneer in conservation, Seychelles has protected vast swathes of its territory and pioneered 'blue finance' to fund marine preservation. This success story, with one of Africa's highest GDPs per capita, is almost entirely built on luxury tourism, making its paradise economy both beautiful and fragile.",SC,576,10,No,塞舌尔
Sierra Leone,English,Sierra Leone,"8,791,092",101,2,2.15%,41,4,"4,249",160,1,483,186,1,Africa,Freetown,Republic,71740,117,2,Sierra Leonean leone,35.7,80,4,"Tropical; hot, humid",,,62.55,72,2,0.477,180,1,"Sierra Leone, a country of stunning beaches and resilient people, bears deep scars from a brutal civil war funded by 'blood diamonds' and the 2014 Ebola epidemic. Its capital, Freetown, was founded as a settlement for freed African American and Caribbean slaves, a unique historical legacy. Rich in diamonds, the country still grapples with the curse of resource wealth: systemic corruption, profound poverty, and weak institutions. Yet, a vibrant culture and the unyielding spirit of its people define its struggle for a more stable and prosperous future.",SL,556,12,No,塞拉利昂
Singapore,"English, Malay, Chinese, Tamil","Singapore, Singapura, 新加坡, சிங்கப்பூர்","6,014,723",112,2,0.65%,123,2,"396,992",37,3,"66,003",11,5,Asia,Singapore,Republic,728,176,1,Singapore dollar,45.9,155,2,"Tropical; hot, humid, rainy",,,47.88,125,2,0.939,11,5,"Singapore, a hyper-modern city-state, transformed from a small port into a global financial titan. It's a meticulously planned metropolis known for futuristic architecture, lush green spaces, and strict laws that ensure cleanliness and order. The culture is a dynamic fusion of Chinese, Malay, and Indian influences, experienced in its world-renowned hawker centers. This economic miracle, however, is built on a model of managed democracy that prioritizes collective good over individual liberties, drawing criticism for its tight controls on press freedom and harsh judicial system.",SG,584,9,No,新加坡
Slovakia,Slovak,Slovensko,"5,795,199",114,2,2.69%,18,4,"116,527",60,2,"20,108",46,4,Europe,Bratislava,Republic,49037,127,2,European euro,23.2,2,5,"Continental; variable, seasonal",Yes,Yes,83.22,17,4,0.848,44,4,"Slovakia boasts the world's highest number of castles per capita, including the vast Spiš Castle. Its landscape is riddled with over 6,000 caves, among them the unique Ochtinská Aragonite Cave. Following a peaceful 'Velvet Divorce' from the Czech Republic, it transformed into a high-income economy and joined the Eurozone. However, the nation continues to wrestle with systemic corruption, significant regional economic disparities, and the social integration of its large Romani minority.",SK,490,8,No,斯洛伐克
Slovenia,Slovene,Slovenija,"2,119,675",146,2,-0.01%,166,1,"61,749",82,2,"29,131",34,4,Europe,Ljubljana,Republic,20273,150,2,European euro,23.5,3,5,Varied; Mediterranean to continental,Yes,Yes,70.59,49,3,0.918,22,5,"Slovenia is a land of fairytale landscapes, with Lake Bled and its island church being an iconic image. Over half of its territory is covered by forest, making it one of Europe's greenest countries, hosting a significant population of brown bears. The famous Lipizzaner horses were originally bred here. It was the first former Yugoslav republic to join the EU and Eurozone, a testament to its stability and economic planning. However, its small-scale, export-driven economy remains vulnerable to global fluctuations, and it grapples with an aging population.",SI,559,8,No,斯洛文尼亚
